GENOMIC,GENUS,SPECIES,FIELD_POP ID,GREENHOUSE,VOUCHER SPECIMEN,COLLECTION DATE,PROVENANCE,COUNTRY,STATE_PROVINCE,SPECIFIC LOCALITY,LATITUDE,LONGITUDE,NOTES,MATERIAL,NANODROP CONCENTRATION (ng/uL),NANODROP 260:280 RATIO,PUBLISHED
1025,Lycium,arenicola,05-99,,Miller et al. 05-99,7/25/2005,Africa,South Africa,Free State,"Corneliasruis Farm, Brandforte District. Ca. 40 km NE of Bloemfontein off the N1",-28.979,26.486,,silica,,,
3288,Lycium,arenicola,22-049,,same population as Miller et al. 05-120,8/12/2022,Africa,South Africa,Northern Cape,"East of Upington, along the N10, about 50km east of intersection of N10 & N14.  In wet area (wash).",-28.4425,21.6628,, ,,,
LY647,Lycium,arenicola,Miller et al. 05-25,,Venter 647 BLFU,,Africa,South Africa,Eastern Cape,"Aliwal North District, 30S 26E DA",,,male,silica,,,
LY648,Lycium,arenicola,Miller et al. 05-26,,Venter 648 BLFU,,Africa,South Africa,Eastern Cape,"Aliwal North District, 30S 26E DA",,,female,silica,,,
406,Lycium,arochae,Miller et al. 05-29,,Wendt & Lott 1902 TEX,,North America,Mexico,Coahuila,,,,,,,,
421,Lycium,athium,05-25,,Miller et al. 05-25,1/5/2005,South America,Argentina,Formosa,Route 81 just east of Las Lomitas,-24.713,-60.575,"thick thorn scrub vegetation, very rare, one patch of plants observed in more open area, likely all the same genetic individual",silica,,,
425,Lycium,athium,05-26,,Miller et al. 05-26,1/5/2005,South America,Argentina,Formosa,Route 81 just east of Las Lomitas,-24.713,-60.575,"thick thorn scrub vegetation, very rare, one patch of plants observed in more open area, likely all the same genetic individual",silica,,,
1442,Lycium,athium,05-29,,Miller et al. 05-29,1/5/2005,South America,Argentina,Formosa,Route 81 just east of Las Lomitas,-24.713,-60.575,"thick thorn scrub vegetation, very rare, one patch of plants observed in more open area, likely all the same genetic individual",silica,,,
2116,Lycium,australe,14-653,,14-653,9/19/2014,Australia,Australia,Western Australia,Lake Annean,-26.824,118.26,Extraction from silica, ,,,
,Lycium,australe,11-19,,11-19,7/20/2011,Australia,Australia,South Australia,"Roadside outside Sedan towards Blanchetown; Malee, Eucalypt roadside by Wombat Rise Sanctuary",-34.4632,139.355,"Silica

Hard to differentiate individuals. Lots of collections. Appears dimorphic - maybe male, female and hermaphrodite?", ,,,
,Lycium,australe,OZ-25 (11-20),,11-20,7/20/2011,Australia,Australia,South Australia,"Roadside outside Sedan towards Blanchetown; Malee, Eucalypt roadside by Wombat Rise Sanctuary",-34.4632,139.355,"Hermaphrodite. Many flowers and buds. Silica.

Hard to differentiate individuals. Lots of collections. Appears dimorphic - maybe male, female and hermaphrodite?", ,,,
,Lycium,australe,OZ-26 (11-21),,11-21,7/20/2011,Australia,Australia,South Australia,"Roadside outside Sedan towards Blanchetown; Malee, Eucalypt roadside by Wombat Rise Sanctuary",-34.4632,139.355,"Female. Many flowers and buds. Silica

Hard to differentiate individuals. Lots of collections. Appears dimorphic - maybe male, female and hermaphrodite?", ,,,
,Lycium,australe,OZ-35 (11-22),,11-22,7/20/2011,Australia,Australia,South Australia,Near Brook Conservation Park; west of Blanchetown,-34.3787,139.513,Taken from large hermaphrodite colony west of Blanchetown. Hermaphrodite with many flowers. Silica., ,,,
2612B,Lycium,australe,Cowcowing 10FB,,10FB,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0422,117.363,, ,,,
2612,Lycium,australe,Cowcowing 10FB,,,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0422,117.363,, ,,,
2640B,Lycium,australe,Cowcowing 11HB,,11HB,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0421,117.363,, ,,,
2640,Lycium,australe,Cowcowing 11HB,,,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0421,117.363,, ,,,
2402,Lycium,australe,14-133 A,Offspring,14-133 A,,Australia,Australia,,,,,, ,,,
2403,Lycium,australe,14-133 B,Offspring,14-133 B,,Australia,Australia,,,,,, ,,,
2406,Lycium,australe,14-148,,14-148,8/27/2014,Australia,Australia ,South Australia,Craddock-Wilson,-32.025,138.432,, ,,,
2407,Lycium,australe,14-149,,14-149,8/27/2014,Australia,Australia,South Australia,Craddock-Wilson,-32.025,138.432,, ,,,
2408,Lycium ,australe,14-151,,14-151,8/27/2014,Australia,Australia,South Australia,Craddock-Wilson,-32.025,138.432,, ,,,
2409,Lycium ,australe,14-152,,14-152,8/27/2014,Australia,Australia,South Australia,Craddock-Wilson,-32.025,138.432,, ,,,
2410,Lycium,australe,14-189,,14-189,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-30.801,135.54,, ,,,
2411,Lycium,australe,14-191,,14-191,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-30.83,135.557,, ,,,
2412,Lycium,australe,14-195,,14-195,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-30.969,135.748,*there may have been error in this extraction (too low volume), ,,,
"2413, 2467",Lycium,australe,14-196,,14-196,8/30/2014,Australia,Australia,South Australia ,Glendambo-MID,-30.967,135.747,*2413 did NOT work, ,,,
"2414, 2500",Lycium,australe,14-197,,14-197,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-31.068,135.834,*2414 did NOT work, ,,,
"2415, 2501",Lycium,australe,14-198,,14-198,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-31.079,135.857,*2415 did NOT work, ,,,
"2416, 2502",Lycium,australe,14-199,,14-199,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-31.109,135.9,*2416 did NOT work, ,,,
"2417, 2503",Lycium,australe,14-201,,14-201,8/30/2014,Australia,Australia,South Australia,Glendambo-MID,-31.136,135.999,*2417 did NOT work, ,,,
"2399, 2345",Lycium,australe,14-204 Z,Offspring,14-204 Z,,Australia,Australia,,,,,, ,,,
2418,Lycium,australe,14-250,,14-250,9/3/2014,Australia,Australia,South Australia,Gawler,-32.652,135.641,, ,,,
2419,Lycium,australe,14-255,,14-255,9/3/2014,Australia,Australia,South Australia,Gawler,-32.659,135.602,, ,,,
"2420, 2504",Lycium,australe,14-267,,14-267,9/3/2014,Australia,Australia,South Australia,Gawler,-32.658,135.478,*2420 did NOT work, ,,,
"2421, 2505",Lycium,australe,14-274,,14-274,9/4/2014,Australia,Australia,South Australia,Gawler,-32.592,135.306,*2421 did NOT work, ,,,
2422,Lycium,australe,14-286,,14-286,9/4/2014,Australia,Australia,South Australia,Point Labatt,-33.132,134.273,, ,,,
"2423, 2506",Lycium,australe,14-287,,14-287,9/4/2014,Australia,Australia,South Australia,Point Labatt,-33.132,134.273,*2423 did NOT work, ,,,
"2424, 2507",Lycium,australe,14-297,,14-297,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.525,133.868, *2424 did NOT work, ,,,
2425,Lycium,australe,14-299,,14-299,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.526,133.868,, ,,,
2299,Lycium,australe,14-30 Z,,14-30 Z,,Australia,Australia,,,,,Offspring of 14-30, ,,,
2426,Lycium,australe,14-307,,14-307,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.527,133.867,, ,,,
"2427, 2508",Lycium,australe,14-309,,14-309,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.528,133.867,*2427 did NOT work, ,,,
"2428, 2509",Lycium,australe,14-310,,14-310,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.528,133.867,*2428 did NOT work, ,,,
2429,Lycium,australe,14-311,,14-311,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.528,133.867,, ,,,
2430,Lycium,australe,14-314,,14-314,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.528,133.867,, ,,,
2431,Lycium,australe,14-316,,14-316,9/5/2014,Australia,Australia,South Australia,Point Brown,-32.528,133.867,, ,,,
2432,Lycium,australe,14-321,,14-321,9/5/2014,Australia,Australia,South Australia,Ceduna,-32.097,133.673,, ,,,
"2433, 2468",Lycium,australe,14-324,,14-324,9/6/2014,Australia,Australia,South Australia,Cactus Beach,-32.089,132.984,*2433: extraction did NOT work, ,,,
2434,Lycium,australe,14-325,,14-325,9/6/2014,Australia,Australia,South Australia,Cactus Beach,-32.089,132.984,, ,,,
2435,Lycium,australe,14-327,,14-327,9/6/2014,Australia,Australia,South Australia,Cactus Beach,-32.085,132.985,, ,,,
2436,Lycium,australe,14-342,,14-342,9/6/2014,Australia,Australia,South Australia,Eyre Highway,-31.828,132.549,, ,,,
2437,Lycium,australe,14-344,,14-344,9/6/2014,Australia,Australia,South Australia,Nundroo,-31.691,132.125,, ,,,
2438,Lycium,australe,14-354,,14-354,9/6/2014,Australia,Australia,South Australia,Head of Bight,-31.429,130.975,, ,,,
1930,Lycium,australe,14-365,,14-365,9/7/2014,Australia,Australia,Western Australia,~20 km E of Mundrabilla,-31.7993,128.415,, ,,,
2400,Lycium,australe,14-388 S,Offspring,14-388 S,,Australia,Australia,,,,,, ,,,
2398,Lycium,australe,14-388 Z,Offspring,14-388 Z,,Australia,Australia,,,,,, ,,,
2162,Lycium,australe,14-395 A,Offspring,14-395 A,7/18/2016,Australia,Australia,Western Australia,ca. 40km East Norseman,-32.069,122.146,Offspring of seed A; Amherst GH, ,,,
2184,Lycium,australe,14-395 D,Offspring,14-395 D,7/19/2016,Australia,Australia,Western Australia,ca. 40km East Norseman,-32.069,122.146,14-395_D - 4th offspring (=D) of plant 14-395 seed collection; Amherst GH, ,,,
2383,Lycium,australe,14-397 Z,Offspring,14-397 Z,,Australia,Australia,,,,,, ,,,
2392,Lycium,australe,14-483 Y,Offspring,14-483 Y,,Australia,Australia,,,,,, ,,,
2395,Lycium,australe,14-483 Z,Offspring,14-483 Z,,Australia,Australia,,,,,, ,,,
"2439, 2469",Lycium,australe,14-492,,14-492,9/8/2014,Australia,Australia,Western Australia,Lake Cowan,-32.152,121.757,*2439: extraction did NOT work, ,,,
"2440, 2510",Lycium,australe,14-502,,14-502,9/13/2014,Australia,Australia,Western Australia,South of Pingrup,-33.569,118.462,*2440 did NOT work, ,,,
"2441, 2511",Lycium,australe,14-503,,14-503,9/13/2014,Australia,Australia,Western Australia,South of Pingrup,-33.561,118.473,*2441 did NOT work, ,,,
"2442, 2512",Lycium,australe,14-504,,14-504,9/13/2014,Australia,Australia,Western Australia,South of Pingrup,-33.561,118.473,*2442 did NOT work, ,,,
2443,Lycium,australe,14-505,,14-505,9/13/2014,Australia,Australia,Western Australia,South of Pingrup,-33.561,118.473,, ,,,
2444,Lycium,australe,14-509,,14-509,9/13/2014,Australia,Australia,Western Australia,North of Pingrup,-33.477,118.514,, ,,,
2385,Lycium,australe,14-514 A,Offspring,14-514 A,,Australia,Australia,,,,,, ,,,
2389,Lycium,australe,14-515 L,Offspring,14-515 L,,Australia,Australia,,,,,, ,,,
2394,Lycium,australe,14-515 M,Offspring,14-515 M,,Australia,Australia,,,,,, ,,,
2393,Lycium,australe,14-515 N,Offspring,14-515 N,,Australia,Australia,,,,,, ,,,
2445,Lycium,australe,14-532,,14-532,9/14/2014,Australia,Australia,Western Australia,20 km West of Hyden,-32.496,118.67,, ,,,
2388,Lycium,australe,14-534 X,Offspring,14-534 X,,Australia,Australia,,,,,, ,,,
2390,Lycium,australe,14-534 Z,Offspring,14-534 Z,,Australia,Australia,,,,,, ,,,
3078,Lycium,australe,14-538,,14-538,7/29/2016,Australia,Australia,Western Australia,Corrigin-Bendering,-32.38,118.171,, ,,,
2397,Lycium,australe,14-538 M,Offspring,14-538 M,,Australia,Australia,,,,,, ,,,
2405,Lycium,australe,14-538 T,Offspring,14-538 T,,Australia,Australia,,,,,, ,,,
"2258, 2259",Lycium,australe,14-538 A,Offspring,14-538 A,7/29/2016,Australia,Australia,Western Australia,Corrigin-Bendering,-32.38,118.171,Amherst GH; First offspring from 14-538 - labeled as 14-538_A, ,,,
2391,Lycium,australe,14-545 Y,Offspring,14-545 Y,,Australia,Australia,,,,,, ,,,
2387,Lycium,australe,14-545 Z,Offspring,14-545 Z,,Australia,Australia,,,,,, ,,,
2446,Lycium,australe,14-547,,14-547,9/14/2014,Australia,Australia,Western Australia,Bendering Road,-32.342,118.035,, ,,,
2311,Lycium,australe,14-550 A,Offspring,14-550 A,,Australia,Australia,,,,,, ,,,
"2447, 2513",Lycium,australe,14-551,,14-551,9/14/2014,Australia,Australia,Western Australia,Quairading,-32.074,117.441,*2447 did NOT work, ,,,
"2448, 2514",Lycium,australe,14-554,,14-554,9/14/2014,Australia,Australia,Western Australia,Quairading,-32.066,117.44,, ,,,
"2449, 2515",Lycium,australe,14-555,,14-555,9/14/2014,Australia,Australia,Western Australia,Quairading,-32.066,117.44,*2449 did NOT work, ,,,
2401,Lycium,australe,14-589 A,Offspring,14-589 A,,Australia,Australia,,,,,, ,,,
"2256, 2257",Lycium,australe,14-592 C,Offspring,14-592 C,7/29/2016,Australia,Australia,Western Australia,Bullfinch-Mount Jackson,-30.865,119.059,From bulked seeds: 14-592.593; Amherst GH, ,,,
2404,Lycium,australe,14-599 G,Offspring,14-599 G,,Australia,Australia,,,,,, ,,,
2386,Lycium,australe,14-599 Y,Offspring,14-599 Y,,Australia,Australia,,,,,, ,,,
2450,Lycium,australe,14-615,,14-615,9/17/2014,Australia,Australia,Western Australia,Coolgardie-Kalgoorlie,-30.87,121.307,, ,,,
2384,Lycium,australe,14-617 A,Offspring,14-617 A,,Australia,Australia,,,,,, ,,,
2309,Lycium,australe,14-617 C,Offspring,14-617 C,,Australia,Australia,,,,,, ,,,
2451,Lycium,australe,14-621,,14-621,9/17/2014,Australia,Australia,Western Australia,Kalgoorlie-Menzies,-30.678,121.464,, ,,,
"2254, 2290",Lycium,australe,14-627 B,Offspring,14-627 B,7/29/2016,Australia,Australia,Western Australia,Menzies-Sandstone,-29.63,120.935,"Extracted from Amherst GH
*2254, 2255, 2271, 2272, 2289, 2290 combined (dried down + combined)", ,,,
2396,Lycium,australe,14-627 Z,Offspring,14-627 Z,,Australia,Australia,,,,,, ,,,
"2275, 2276",Lycium,australe,14-627 A,Offspring,14-627 A,8/2/2016,Australia,Australia,Western Australia,Menzies-Sandstone,-29.521,120.762,"Seed A; Amherst GH
offspring of 14-627_A", ,,,
2222,Lycium,australe,14-633,,14-633,7/21/2016,Australia,Australia,Western Australia,Lake Miranda,-27.7,120.543,Seed A; Amherst GH, ,,,
"2452, 2516",Lycium,australe,14-642,,14-642,9/18/2014,Australia,Australia,Western Australia,Lake Miranda,-27.678,120.547,*2452 did NOT work, ,,,
2453,Lycium,australe,14-643,,14-643,9/18/2014,Australia,Australia,Western Australia,Lake Miranda,-27.678,120.547,, ,,,
2641B,Lycium,australe,Cowcowing 12MR,,12MR,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0421,117.363,, ,,,
2641,Lycium,australe,Cowcowing 12MR,,,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0421,117.363,, ,,,
2643B,Lycium,australe,Cowcowing 13FB,,13FB,9/11/2018,Australia,Australia,Western Australia ,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.042,117.363,, ,,,
2643,Lycium,australe,Cowcowing 13FB,,,9/11/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.042,117.363,, ,,,
2901,Lycium,australe,18-01,,18-01,,Australia,Australia,,,-31.0481,117.364,, ,,,
2901B,Lycium,australe,18-01,,18-01,8/5/2018,Australia,Australia,Western Australia,15.5 km N of Wyalkatchem along Wyalkatchem North Road,-31.0481,117.364,, ,,,
2734B,Lycium,australe,18-02,,18-02,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0417,117.363,, ,,,
2735B,Lycium,australe,18-03,,18-03,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0413,117.364,, ,,,
2736B,Lycium,australe,18-04,,18-04,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.041,117.365,, ,,,
2902,Lycium,australe,18-05B,,18-05B,,Australia,Australia,,,-31.0342,117.371,, ,,,
2903,Lycium,australe,18-06,,18-06,,Australia,Australia,,,-31.0268,117.373,, ,,,
2904,Lycium,australe,18-07,,18-07,,Australia,Australia,,,-31.0266,117.373,, ,,,
2905,Lycium,australe,18-08,,18-08,,Australia,Australia,,,-30.9964,117.4,, ,,,
2906,Lycium,australe,18-09,,18-09,,Australia,Australia,,,-30.9961,117.4,, ,,,
2906B,Lycium ,australe,18-09,,18-09,8/12/2018,Australia,Australia,Western Australia,Junction of Wyalkatchem North Road and Cowcowing West Road,-30.9961,117.4,, ,,,
2919,Lycium,australe,18-10,,18-10,8/14/2018,Australia,Australia,,5.6 km S of Quairading towards Corrigin,-32.0548,117.424,, ,,,
2919B,Lycium,australe,18-10,,18-10,8/14/2018,Australia,Australia,Western Australia,5.6 km S of Quairading towards Corrigin,-32.0548,117.424,, ,,,
2726,Lycium,australe,18-100,,18-100,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.042,117.362,female red, ,,,
2726B,Lycium,australe,18-100,,18-100,8/28/2018,Australia,Australia,Western Australia,,-31.042,117.362,, ,,,
2727,Lycium,australe,18-101,,18-101,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.362,female red, ,,,
2728,Lycium,australe,18-102,,18-102,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.363,, ,,,
2728B,Lycium,australe,18-102,,18-102,8/28/2018,Australia,Australia,Western Australia,,-31.0419,117.363,, ,,,
2729,Lycium,australe,18-103,,18-103,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0418,117.363,red male, ,,,
2729B,Lycium,australe,18-103,,18-103,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0418,117.363,, ,,,
2741,Lycium,australe,18-104,,18-104,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.363,Extra Cowcowing 18-104 putative B hermaphrodite (bag 2), ,,,
2741B,Lycium,australe,18-104,,18-104,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.363,, ,,,
2741B,Lycium,australe,18-105,,18-105,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0414,117.364,, ,,,
2743B,Lycium,australe,18-106,,18-106,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0411,117.364,, ,,,
2744,Lycium,australe,18-107,,18-107,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0415,117.364,Extra Cowcowing 18-107, ,,,
2744B,Lycium,australe,18-107,,18-107,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0415,117.364,, ,,,
2752,Lycium,australe,18-108,,18-108,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0416,117.364,red male, ,,,
2752B,Lycium,australe,18-108,,18-108,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0416,117.364,, ,,,
2753,Lycium,australe,18-109,,18-109,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0416,117.364,red female, ,,,
2753B,Lycium,australe,18-109,,18-109,8/28/2018,Australia,Australia,Western Australia,,-31.0416,117.364,, ,,,
2920,Lycium,australe,18-11,,18-11,8/14/2018,Australia,Australia,,"7.4 km S of Quairading towards Corrigin, by salt lake",-32.0647,117.438,, ,,,
2920B,Lycium,australe,18-11,,18-11,8/14/2018,Australia,Australia,Western Australia,,-32.0647,117.438,, ,,,
2750B,Lycium,australe,18-110,,18-110,8/28/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0418,117.364,, ,,,
2751,Lycium,australe,18-111,,18-111,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.042,117.364,Extra Cowcowing 18-111 Putative Blue hermaphrodite (bag 2), ,,,
2751B,Lycium,australe,18-111,,18-111,8/12/2018,Australia,Australia,Western Australia,,-31.042,117.364,, ,,,
2754,Lycium,australe,18-112,,18-112,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0422,117.365,, ,,,
2754B,Lycium,australe,18-112,,18-112,8/12/2018,Australia,Australia,Western Australia,,-31.0422,117.365,, ,,,
2755,Lycium,australe,18-113,,18-113,,Australia,Australia,,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0422,117.365,, ,,,
2755,Lycium,australe,18-113,,18-113,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0422,117.365,female red, ,,,
2755B,Lycium,australe,18-113,,18-113,8/28/2018,Australia,Australia,Western Australia,,-31.0422,117.365,, ,,,
2756,Lycium,australe,18-114,,18-114,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.365,blue hermaphrodite , ,,,
2756B,Lycium,australe,18-114,,18-114,8/12/2018,Australia,Australia,Western Australia,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0419,117.365,, ,,,
2757,Lycium,australe,18-115,,18-115,,Australia,Australia,WA,Near intersection of Wyalkatchem North Road and Old Nalkain Road,-31.0423,117.365,blue hermaphrodite , ,,,
